Author ID,Word,Word Count
1,Japan,221
1,US,147
1,China,77
1,Tokyo,71
1,defense,70
1,Kishida,69
1,Korea,58
1,North,53
1,South,50
1,summit,50
1,Japans,50
1,ties,47
1,security,47
1,new,46
1,Japanese,43
1,military,42
1,top,36
1,Minister,34
1,Biden,34
1,leaders,34
2,Japan,80
2,defense,43
2,security,32
2,ties,30
2,new,30
2,China,26
2,Kishida,24
2,US,24
2,Tokyo,23
2,Japans,22
2,military,22
2,countries,18
2,cooperation,18
2,amid,13
2,summit,12
2,joint,12
2,IndoPacific,10
2,Minister,9
2,conflict,9
2,key,9
3,Japan,44
3,Tokyo,18
3,Japans,13
3,drug,9
3,amid,9
3,following,8
3,University,8
3,people,8
3,children,8
3,murder,8
3,fire,7
3,high,7
3,scandal,7
3,Nihon,7
3,football,7
3,quake,6
3,new,6
3,Japanese,6
3,time,6
3,panel,5
4,LDP,115
4,Japan,100
4,Kishida,86
4,Osaka,78
4,Japans,71
4,political,58
4,election,55
4,party,51
4,Tokyo,51
4,opposition,47
4,minister,46
4,new,46
4,prime,44
4,Abe,43
4,Japanese,39
4,House,38
4,scandal,38
4,ruling,37
4,government,37
4,nuclear,36
5,Japan,6
5,Japanese,4
5,online,4
5,safety,4
5,Japans,4
5,school,4
5,Tokyo,4
5,found,3
5,issued,3
5,agency,3
5,third,3
5,lunar,3
5,probe,3
5,survey,3
5,reports,3
5,Police,3
5,household,3
5,killing,3
5,temperatures,3
5,Prefecture,3
6,Japan,124
6,Kishida,42
6,COVID,39
6,Japans,36
6,Tokyo,28
6,new,21
6,people,20
6,government,18
6,Japanese,17
6,ruling,15
6,prime,15
6,status,15
6,time,14
6,minister,14
6,foreign,14
6,political,13
6,policy,13
6,need,13
6,omicron,13
6,death,12
7,Kishida,70
7,Japan,40
7,political,38
7,LDP,30
7,minister,30
7,Japans,29
7,funds,25
7,opposition,24
7,prime,24
7,party,21
7,scandal,19
7,Kishidas,18
7,government,16
7,election,15
7,ties,15
7,lawmakers,14
7,new,13
7,parliament,13
7,ruling,12
7,plan,12
8,Japan,114
8,COVID,73
8,Japans,54
8,new,27
8,health,26
8,people,23
8,cases,23
8,experts,17
8,panel,16
8,study,15
8,vaccine,15
8,government,15
8,Japanese,13
8,ministry,13
8,research,12
8,measures,12
8,wave,12
8,care,12
8,children,11
8,coronavirus,11
9,Japan,16
9,Japans,13
9,Japanese,9
9,Tokyo,8
9,pandemic,6
9,disaster,5
9,earthquake,5
9,nations,5
9,amid,5
9,new,4
9,growing,4
9,city,4
9,social,4
9,COVID,4
9,wolf,4
9,half,3
9,history,3
9,businesses,3
9,state,3
9,ago,3
10,Japan,31
10,Japanese,20
10,Japans,19
10,COVID,12
10,Period,12
10,world,10
10,Edo,9
10,pandemic,9
10,history,8
10,new,8
10,Heian,8
10,things,7
10,time,7
10,modern,7
10,people,6
10,samurai,6
10,times,6
10,news,6
10,need,5
10,different,5
11,Japan,32
11,abuse,22
11,sexual,18
11,Tokyo,17
11,arrested,15
11,Japans,13
11,Johnny,12
11,Johnnys,11
11,people,10
11,million,9
11,report,9
11,Japanese,8
11,Police,8
11,Court,8
11,time,8
11,agency,7
11,law,7
11,women,6
11,case,6
11,couples,6
12,Japan,25
12,Japans,8
12,military,8
12,China,7
12,Tokyo,6
12,sources,6
12,Japanese,6
12,Taiwan,6
12,US,5
12,defense,5
12,ties,5
12,project,4
12,Kono,4
12,bolster,3
12,support,3
12,likely,3
12,help,3
12,Trump,3
12,officials,3
12,meant,3
13,Japan,42
13,Tokyo,19
13,Japans,18
13,Japanese,14
13,status,9
13,people,9
13,suspect,9
13,Unification,8
13,government,7
13,ban,7
13,new,7
13,quake,7
13,Church,7
13,Kishida,6
13,US,6
13,China,6
13,abuse,6
13,victims,6
13,aimed,6
13,health,6
14,Japan,51
14,Japans,28
14,China,24
14,Kishida,17
14,minister,16
14,US,15
14,Japanese,13
14,leader,12
14,prime,12
14,Suga,12
14,Minister,11
14,virus,10
14,election,9
14,Prime,9
14,next,9
14,Abe,9
14,Tokyo,9
14,Olympics,9
14,defense,8
14,ahead,8
15,Japan,61
15,Japans,44
15,COVID,27
15,Tokyo,19
15,new,17
15,Japanese,16
15,public,13
15,people,12
15,media,12
15,government,12
15,social,11
15,home,11
15,vaccine,11
15,virus,11
15,municipalities,11
15,pandemic,10
15,US,10
15,officials,9
15,cases,9
15,coronavirus,9
16,Japan,20
16,China,15
16,Beijing,10
16,Tokyo,9
16,Japanese,8
16,ties,8
16,Kishida,7
16,Chinas,6
16,summit,5
16,Kishidas,5
16,North,5
16,Korea,4
16,government,4
16,policy,4
16,election,3
16,diplomatic,3
16,making,3
16,issues,3
16,faces,3
16,increase,3
17,Japan,19
17,Japans,18
17,economic,6
17,prime,6
17,COVID,6
17,government,5
17,Tokyo,5
17,program,5
17,new,5
17,Suga,5
17,care,4
17,policy,4
17,minister,4
17,need,4
17,Kishida,4
17,workers,4
17,coronavirus,4
17,spending,4
17,guard,3
17,plane,3
18,Japan,44
18,Japans,15
18,Tokyo,13
18,new,11
18,Japanese,10
18,international,9
18,foreign,9
18,schools,8
18,people,8
18,school,7
18,visa,6
18,system,6
18,public,6
18,cards,5
18,arrested,5
18,days,5
18,water,5
18,past,5
18,Number,4
18,dual,4
19,Japan,22
19,COVID,18
19,Japans,17
19,vaccine,15
19,million,8
19,testing,6
19,doses,6
19,Olympics,6
19,coronavirus,6
19,infections,5
19,Japanese,5
19,health,5
19,vaccines,5
19,shots,5
19,rollout,5
19,amid,5
19,inoculation,5
19,surge,4
19,public,4
19,vaccination,4
20,Japan,64
20,Suga,63
20,Abe,51
20,prime,47
20,minister,47
20,LDP,47
20,COVID,46
20,emergency,43
20,Tokyo,40
20,coronavirus,38
20,Japans,34
20,virus,33
20,new,30
20,election,28
20,government,23
20,Diet,23
20,cases,23
20,Kishida,22
20,state,22
20,Abes,21
21,Japan,28
21,Kishida,19
21,Japans,15
21,ties,10
21,Tokyo,9
21,funeral,9
21,LDP,9
21,Japanese,8
21,Abe,8
21,prime,8
21,Ukraine,7
21,government,7
21,state,6
21,minister,6
21,Upper,6
21,House,6
21,court,5
21,ruling,5
21,expected,5
21,Abes,5
22,Japan,27
22,China,11
22,defense,11
22,military,10
22,US,9
22,Japans,8
22,budget,8
22,new,7
22,amid,6
22,Defense,6
22,fiscal,5
22,vessels,5
22,nuclear,4
22,Abomb,4
22,weapons,4
22,record,4
22,LDP,4
22,Minister,4
22,Nobuo,4
22,missiles,4
23,Japan,120
23,Japans,38
23,foreign,34
23,COVID,28
23,residents,26
23,quarantine,26
23,Japanese,22
23,measures,22
23,new,21
23,government,21
23,people,20
23,entry,20
23,coronavirus,17
23,border,16
23,cases,15
23,pandemic,15
23,countries,15
23,virus,15
23,Tokyo,14
23,travel,13
24,Japan,71
24,COVID,63
24,vaccine,31
24,Japans,25
24,shots,19
24,vaccines,19
24,shot,19
24,coronavirus,17
24,booster,16
24,government,16
24,health,16
24,new,16
24,people,15
24,rollout,13
24,variant,13
24,cases,13
24,ministry,13
24,Japanese,12
24,age,11
24,approval,11
25,Tokyo,129
25,Japan,76
25,COVID,55
25,cases,49
25,coronavirus,47
25,emergency,46
25,virus,38
25,Japans,32
25,new,32
25,pandemic,25
25,Olympics,25
25,state,24
25,Koike,24
25,health,20
25,government,20
25,wave,19
25,surge,19
25,Games,19
25,measures,18
25,people,17
26,Japan,29
26,Japans,23
26,media,21
26,COVID,18
26,outlets,15
26,Japanese,13
26,government,11
26,news,11
26,public,10
26,new,10
26,people,9
26,coverage,8
26,Olympics,7
26,coronavirus,7
26,law,6
26,pay,6
26,death,6
26,political,6
26,Party,6
26,countrys,6
27,media,28
27,social,19
27,Japan,16
27,COVID,10
27,online,9
27,Japanese,8
27,new,8
27,pandemic,8
27,Social,6
27,news,5
27,people,5
27,keep,4
27,YouTubers,4
27,YouTube,4
27,Japans,4
27,time,4
27,users,4
27,campaign,3
27,Olympics,3
27,real,3
28,Japan,17
28,Japanese,14
28,Japans,13
28,pandemic,12
28,COVID,12
28,media,11
28,new,9
28,Olympics,9
28,Tokyo,6
28,economic,5
28,items,5
28,amid,5
28,news,5
28,hit,4
28,stores,4
28,whether,4
28,warns,4
28,business,4
28,outbreak,4
28,products,3
29,COVID,14
29,pandemic,13
29,Japan,12
29,amid,11
29,time,9
29,online,9
29,Japanese,9
29,people,7
29,home,7
29,Japans,7
29,media,6
29,Tokyo,6
29,social,6
29,work,5
29,never,5
29,children,5
29,new,4
29,office,4
29,theyre,3
29,isnt,3
